t_days,B,F,A
1.510000000000000000e+02,6.839160330894834550e-01,3.521322315599787478e-01,1.374504450253786971e-04
1.520000000000000000e+02,6.733022341435743741e-01,2.740173616346791019e-01,3.322327370756028770e-04
1.530000000000000000e+02,6.628614868008532168e-01,2.414590003503944704e-01,4.914159037467923921e-04
1.540000000000000000e+02,6.617143411904896633e-01,2.463238547057759464e-01,6.565635963928079504e-04
1.550000000000000000e+02,6.606113486720152084e-01,2.553294322023071938e-01,1.591417571782459514e-04
1.560000000000000000e+02,6.663777476987537973e-01,2.300835940736472018e-01,7.194810962967470571e-05
1.570000000000000000e+02,6.682657663870349429e-01,2.008852752596101410e-01,4.993811857059762263e-04
1.580000000000000000e+02,6.720285881759028301e-01,2.044883456032379754e-01,6.468010107144432381e-04
1.590000000000000000e+02,6.800233563397730663e-01,2.026395764577467729e-01,3.490816169102777997e-04
1.600000000000000000e+02,6.863218010576623840e-01,2.045168839915181558e-01,0.000000000000000000e+00
1.610000000000000000e+02,6.809793522739508997e-01,2.308581574106914613e-01,0.000000000000000000e+00
1.620000000000000000e+02,6.891413095672225264e-01,2.102374166008101897e-01,0.000000000000000000e+00
1.630000000000000000e+02,6.842079337713969922e-01,1.873507286302591168e-01,1.040153517389284289e-05
1.640000000000000000e+02,6.839381514594211620e-01,1.789268151386256556e-01,4.460434015227709493e-05
1.650000000000000000e+02,6.754721691042550047e-01,1.948758013796453303e-01,1.330802805622378774e-04
1.660000000000000000e+02,6.861113060015247012e-01,1.943344722259044421e-01,1.324314784845573344e-04
1.670000000000000000e+02,6.821293095465151834e-01,1.674913442206776293e-01,1.369640977325846647e-04
1.680000000000000000e+02,6.841304726653762991e-01,1.856972817164248002e-01,9.714613070461004200e-04
1.690000000000000000e+02,6.912233292949263586e-01,1.679492854240884903e-01,8.493936824752775080e-04
1.700000000000000000e+02,6.854137766728590764e-01,1.833492758786237631e-01,5.486989291894684481e-04
1.710000000000000000e+02,6.791232575227579282e-01,1.898330471384565843e-01,3.300221464828964157e-04
1.720000000000000000e+02,6.677526976836446471e-01,1.933361637243807551e-01,6.980478169281192609e-04
1.730000000000000000e+02,6.658311099264000443e-01,2.082680605577366117e-01,2.471686141268041818e-03
1.740000000000000000e+02,6.778010802716520899e-01,2.008513013812600334e-01,2.769843551067853807e-03
1.750000000000000000e+02,6.720411395039553870e-01,2.007546034815735625e-01,4.925771843778567645e-03
1.760000000000000000e+02,6.711482268147175301e-01,1.972021194672851363e-01,6.118292501864707779e-03
1.770000000000000000e+02,6.671697850036759636e-01,1.873001461582030347e-01,8.627866629916564750e-03
1.780000000000000000e+02,6.492898149123743634e-01,1.663677378880274449e-01,5.480850264675096728e-03
1.790000000000000000e+02,6.652763672991641730e-01,1.772103953304535462e-01,6.156775376299504325e-03
1.800000000000000000e+02,6.217677153839332727e-01,1.242409788534160342e-01,5.432484651230933340e-03
1.810000000000000000e+02,5.892581557614158250e-01,9.278864834866770717e-02,5.497135310903929553e-03
1.820000000000000000e+02,5.649135622724460459e-01,7.385527012953597981e-02,4.948811598798414507e-03
1.830000000000000000e+02,5.327506880967420866e-01,5.693539364206692821e-02,4.179428545225586690e-03
1.840000000000000000e+02,5.070160326267757478e-01,4.560811118234953110e-02,4.298775912564041166e-03
1.850000000000000000e+02,4.872413813026323370e-01,4.190556941571418892e-02,5.129888320335099575e-03
1.860000000000000000e+02,4.635444229956970363e-01,3.823853341417964707e-02,6.449464614224569882e-03
1.870000000000000000e+02,4.508602403230796418e-01,3.157856202610866136e-02,8.223025825615725218e-03
1.880000000000000000e+02,4.326213740588818468e-01,2.879278410079054440e-02,9.044857560364294793e-03
1.890000000000000000e+02,4.160764135941527053e-01,3.245029810739471360e-02,1.056650739692448562e-02
1.900000000000000000e+02,3.931172279640578471e-01,3.416175745146835668e-02,1.287106262816575461e-02
1.910000000000000000e+02,3.793915042656114123e-01,3.109009445099487901e-02,1.164232680997605643e-02
1.920000000000000000e+02,3.656847576074201411e-01,3.620708522062696111e-02,1.329134913383855227e-02
1.930000000000000000e+02,3.559187077872708604e-01,3.944722666260551402e-02,1.235213172243033487e-02
1.940000000000000000e+02,3.400384447965407175e-01,3.873093250967858669e-02,1.099045117106127456e-02
1.950000000000000000e+02,3.224464291101822866e-01,3.939772010343072645e-02,1.331393699291919842e-02
1.960000000000000000e+02,3.140147822725702365e-01,3.694332890043629247e-02,1.391033227287333945e-02
1.970000000000000000e+02,3.008648004918878516e-01,3.272791470045547518e-02,1.212526530273027800e-02
1.980000000000000000e+02,2.868787021150918104e-01,3.269400764520805774e-02,1.412039690082845383e-02
1.990000000000000000e+02,2.803266406505895425e-01,3.590770144945661102e-02,1.246016433810822471e-02
2.000000000000000000e+02,2.672385273278070073e-01,3.559142327269052691e-02,1.530865054004405465e-02
2.010000000000000000e+02,2.610957250872801283e-01,3.304659581023459969e-02,1.681017643192773969e-02
2.020000000000000000e+02,2.521538784620881435e-01,3.424871556933201805e-02,1.581842935127783512e-02
2.030000000000000000e+02,2.479039843537291787e-01,3.319355597307459965e-02,1.805200897632359275e-02
2.040000000000000000e+02,2.457802198954749107e-01,3.177513732385943424e-02,1.643636161819502298e-02
2.050000000000000000e+02,2.376181928029701962e-01,3.607480960423416899e-02,1.413075099899955070e-02
2.060000000000000000e+02,2.329322278104695165e-01,3.637574991635116745e-02,1.857542003873825787e-02
2.070000000000000000e+02,2.249205617599822349e-01,3.759085271158842112e-02,1.901404631447020654e-02
2.080000000000000000e+02,2.165246747010968476e-01,3.736424729171129028e-02,1.781783160525562265e-02
2.090000000000000000e+02,2.063343835876374488e-01,3.953638444303370775e-02,1.709681474977142734e-02
2.100000000000000000e+02,2.671291515632907010e-01,2.195511913409915472e-01,1.100449651277528827e-02
2.110000000000000000e+02,3.056492390395777470e-01,3.644641845686913406e-01,1.050715450578485269e-02
2.120000000000000000e+02,3.407937897499148105e-01,5.210824101555220356e-01,9.956068056280192521e-03
2.130000000000000000e+02,3.824378871222481879e-01,6.055334391026248042e-01,6.289344354177916693e-03
2.140000000000000000e+02,4.196376232188526734e-01,6.706334386773086242e-01,5.524067268728816670e-03
2.150000000000000000e+02,4.427303609768181158e-01,7.004373109927984897e-01,3.179015796726677567e-03
2.160000000000000000e+02,4.682753038916757649e-01,7.341144231765485140e-01,9.459532020568144507e-04
2.170000000000000000e+02,5.043597329273774577e-01,7.478356988296942509e-01,5.282924540037330216e-04
2.180000000000000000e+02,5.260548764984011028e-01,7.515597259198907309e-01,0.000000000000000000e+00
2.190000000000000000e+02,5.555470813087360904e-01,7.061388935280953350e-01,0.000000000000000000e+00
2.200000000000000000e+02,5.886322354793886991e-01,6.836161448568480736e-01,1.577379243308948357e-04
2.210000000000000000e+02,6.069129373278020489e-01,6.582750730153723584e-01,0.000000000000000000e+00
