t_days,B,F,A
1.710000000000000000e+02,6.467948952088976577e-01,2.089870177002748908e-01,0.000000000000000000e+00
1.720000000000000000e+02,6.464700884310673468e-01,2.243419632753012316e-01,7.054639865303096238e-04
1.730000000000000000e+02,6.496404900026396811e-01,2.078711223621934889e-01,2.601360195388846747e-04
1.740000000000000000e+02,6.583471972567676023e-01,2.025139469051073782e-01,7.852252986548563431e-04
1.750000000000000000e+02,6.693443889498043031e-01,2.087815111046079086e-01,7.047370613143352129e-04
1.760000000000000000e+02,6.724733460284737507e-01,2.250196057689619056e-01,8.268915460577425970e-04
1.770000000000000000e+02,6.781645691669185849e-01,2.200774646546803937e-01,9.866721804699660810e-04
1.780000000000000000e+02,6.823437368566664940e-01,2.248640530576754282e-01,1.130501790624485487e-03
1.790000000000000000e+02,6.834428554680656021e-01,1.841160915487705385e-01,2.067019641461719480e-03
1.800000000000000000e+02,6.372575603829799817e-01,1.289273356695165296e-01,3.760992502619990227e-03
1.810000000000000000e+02,6.009772210107707791e-01,9.098844767832897640e-02,2.504312121056456383e-03
1.820000000000000000e+02,5.746933329302771343e-01,6.562476612533087172e-02,3.868637940731060616e-03
1.830000000000000000e+02,5.408964452904211351e-01,4.761034146728590488e-02,2.659754146893751354e-03
1.840000000000000000e+02,5.134676610564885557e-01,4.011128598742158546e-02,1.445507346739440284e-03
1.850000000000000000e+02,4.870000352773102281e-01,3.846837212102670323e-02,2.427325729144291094e-03
1.860000000000000000e+02,4.621339833841911493e-01,3.284271229145351717e-02,3.803588829274091344e-03
1.870000000000000000e+02,4.514102597713824383e-01,2.909683845742900080e-02,1.677769786698515755e-03
1.880000000000000000e+02,4.326912316537623870e-01,3.098373602685262213e-02,7.641796705207220923e-04
1.890000000000000000e+02,4.058675686037850339e-01,3.585596034048090658e-02,1.442338075388058249e-03
1.900000000000000000e+02,3.856155437837303634e-01,3.343998017925791516e-02,4.269468641459885864e-04
1.910000000000000000e+02,3.669774503956542699e-01,3.456813475972059235e-02,0.000000000000000000e+00
1.920000000000000000e+02,3.593704885291167384e-01,3.576823646633033038e-02,3.648302819220565160e-04
1.930000000000000000e+02,3.551375687587335350e-01,3.203550521000454038e-02,3.655400019169894894e-04
1.940000000000000000e+02,3.439362662554926175e-01,3.528927774820943275e-02,3.868657330962104357e-04
1.950000000000000000e+02,3.295272578100929550e-01,4.098045488370052891e-02,1.085089697866850047e-03
1.960000000000000000e+02,3.227305601401811441e-01,3.976811327355244535e-02,3.100321925465407500e-03
1.970000000000000000e+02,3.119904255738153998e-01,3.385441524585937334e-02,4.019642022485290893e-03
1.980000000000000000e+02,2.992628666050229369e-01,3.710319260686605752e-02,4.459950363341758442e-03
1.990000000000000000e+02,2.908217101482841183e-01,3.291518812089076762e-02,2.139393049502658767e-03
2.000000000000000000e+02,2.740365473780371763e-01,3.319873497551074221e-02,1.442573489788650121e-03
2.010000000000000000e+02,2.613955022610690571e-01,3.945696621110290209e-02,1.833469595422368209e-03
2.020000000000000000e+02,2.525564865042191909e-01,4.211462997888098386e-02,6.759116665859626026e-04
2.030000000000000000e+02,2.436282890876971530e-01,3.788760833021593416e-02,7.392817288963268122e-04
2.040000000000000000e+02,2.428780570851165332e-01,4.239603694342703594e-02,9.511830119090915279e-04
2.050000000000000000e+02,2.332764205561827509e-01,4.442545777035629417e-02,1.784132718172380303e-04
2.060000000000000000e+02,2.228095847790783623e-01,4.445430408434234565e-02,4.063809023010420108e-04
2.070000000000000000e+02,2.134847103037297855e-01,4.644195679017017186e-02,8.932945481368256314e-04
2.080000000000000000e+02,2.138607879825179803e-01,4.025173219035553529e-02,1.343320607166950892e-03
2.090000000000000000e+02,2.114025138736244092e-01,3.644936029534474875e-02,1.277375451263797895e-03
2.100000000000000000e+02,2.505498418783868031e-01,2.275696888574589571e-01,2.078673327045399942e-03
2.110000000000000000e+02,3.009245111675266648e-01,3.886792397807290467e-01,1.061343345412868629e-03
2.120000000000000000e+02,3.457568544395349663e-01,5.266921853895489836e-01,1.025994121114141193e-03
2.130000000000000000e+02,3.672318814453700564e-01,6.285840292176646527e-01,8.773818922625572364e-04
2.140000000000000000e+02,4.049618764298481000e-01,6.478297543770948907e-01,1.665605321331569116e-03
2.150000000000000000e+02,4.419562238562282364e-01,7.003086037722162649e-01,1.134547611281281742e-03
2.160000000000000000e+02,4.702453981090121138e-01,7.450550010638481435e-01,1.012139085075446478e-03
2.170000000000000000e+02,5.016326855569070986e-01,7.600880720094608245e-01,8.039180806127030733e-04
2.180000000000000000e+02,5.271040291053438187e-01,7.289557657229037702e-01,0.000000000000000000e+00
2.190000000000000000e+02,5.519102840590822678e-01,6.973741910533731714e-01,2.233584224867436133e-04
2.200000000000000000e+02,5.757675765215350960e-01,6.253862567985902787e-01,1.744767901333503101e-04
2.210000000000000000e+02,5.883030072957506906e-01,6.140475819962042392e-01,0.000000000000000000e+00
2.220000000000000000e+02,6.077726765947092380e-01,5.803531817672480386e-01,4.257594771076120450e-04
2.230000000000000000e+02,6.268786734632972868e-01,5.937702526020955940e-01,4.791432896438584479e-05
2.240000000000000000e+02,6.489152793229769900e-01,5.765415316622005681e-01,1.429144495763791703e-04
2.250000000000000000e+02,6.485955039378001885e-01,4.377556127790300788e-01,2.406386106756912171e-04
2.260000000000000000e+02,6.615048226301588619e-01,3.684679875017357054e-01,8.347137715438701362e-05
2.270000000000000000e+02,6.704012892417875458e-01,2.976624470215684104e-01,1.482385055545189966e-05
2.280000000000000000e+02,6.668614099639916803e-01,2.393261406374075362e-01,2.771801497483886286e-04
2.290000000000000000e+02,6.638951142490097102e-01,2.072801531986353252e-01,0.000000000000000000e+00
2.300000000000000000e+02,6.613438525136787760e-01,2.159416399408723986e-01,5.397087773537858778e-05
2.310000000000000000e+02,6.626834280927581533e-01,2.109890397705526111e-01,2.128686971386990453e-04
2.320000000000000000e+02,6.642987231905351786e-01,2.303166953472164102e-01,6.801676808096331376e-04
2.330000000000000000e+02,6.526391480236081177e-01,2.039371572238995456e-01,2.141335493372294098e-04
2.340000000000000000e+02,6.545035382030540694e-01,2.104037691088836981e-01,8.422352830631855101e-04
2.350000000000000000e+02,6.656220364266730583e-01,2.338656385424656703e-01,7.627753888609830604e-04
2.360000000000000000e+02,6.626746335680776534e-01,2.072769408139308323e-01,1.250998574538931965e-03
2.370000000000000000e+02,6.595852758297010565e-01,2.423230545419918780e-01,1.122004774796779049e-03
2.380000000000000000e+02,6.643343772153890159e-01,2.325700900661690773e-01,2.448796298392805302e-03
2.390000000000000000e+02,6.586579993039330949e-01,2.640968657991962787e-01,3.105921405523744561e-03
2.400000000000000000e+02,6.494468937355897253e-01,2.460516472566585677e-01,2.073541351985822359e-03
2.410000000000000000e+02,6.453151103677380318e-01,2.197065949629717352e-01,1.993861038553591727e-03
2.420000000000000000e+02,6.431201246836228957e-01,2.182939441148389059e-01,2.857665814411695319e-03
2.430000000000000000e+02,6.425881402104792750e-01,2.035580832747338198e-01,1.567361104595127235e-03
2.440000000000000000e+02,6.470083466325295962e-01,1.838500347551348391e-01,2.685109275983085103e-03
2.450000000000000000e+02,6.415147387707331728e-01,1.996532353758169731e-01,1.041174107502097247e-03
2.460000000000000000e+02,6.569939917282237030e-01,2.174108372139259282e-01,2.436516898408207265e-04
2.470000000000000000e+02,6.549523068981299989e-01,2.096686009830759923e-01,2.442918311383674356e-04
2.480000000000000000e+02,6.548428371699805961e-01,1.892748223040181532e-01,2.951087048932056890e-04
2.490000000000000000e+02,6.464371463203782975e-01,2.090228056420778135e-01,0.000000000000000000e+00
2.500000000000000000e+02,6.476598243774718267e-01,2.191515955884824340e-01,1.087026722161768777e-04
2.510000000000000000e+02,6.645777733435965784e-01,2.037016807202344515e-01,7.622753451043268722e-05
2.520000000000000000e+02,6.630433578702319419e-01,2.178946715517070531e-01,2.545409095379487941e-04
2.530000000000000000e+02,6.628544534989849746e-01,2.304907904699208532e-01,2.021541312758746544e-04
2.540000000000000000e+02,6.711008512873871679e-01,2.581721270212549157e-01,0.000000000000000000e+00
2.550000000000000000e+02,6.325856633775194249e-01,1.758308941489813426e-01,0.000000000000000000e+00
2.560000000000000000e+02,5.950219409975658902e-01,1.220567298942808326e-01,1.128676991431206778e-04
2.570000000000000000e+02,5.673372421593025905e-01,8.768115247318766792e-02,2.421603224156265851e-04
2.580000000000000000e+02,5.338984841749425669e-01,6.830880023830608605e-02,1.430107529015588348e-04
2.590000000000000000e+02,5.139360663909857685e-01,5.118469077625314306e-02,0.000000000000000000e+00
2.600000000000000000e+02,4.790992898533867894e-01,4.673516497666949099e-02,1.192421289910002621e-04
2.610000000000000000e+02,4.559473365640375753e-01,4.151350149236834181e-02,7.939087840562420936e-05
2.620000000000000000e+02,4.256256025118103636e-01,3.690777851596181713e-02,1.322550491361627087e-04
2.630000000000000000e+02,4.066234570978600749e-01,3.350534755330785569e-02,1.435429025017587396e-04
2.640000000000000000e+02,3.933822521860691479e-01,3.197634963932834140e-02,2.929252547093935287e-04
2.650000000000000000e+02,3.772823370532095710e-01,3.475238859941089109e-02,4.850878243622584003e-04
2.660000000000000000e+02,3.646171302787007962e-01,3.871507252284742823e-02,0.000000000000000000e+00
2.670000000000000000e+02,3.493944066453826269e-01,3.772117767367472174e-02,2.547677283700307748e-04
2.680000000000000000e+02,3.310403957334669967e-01,4.174455811077057432e-02,1.237503352066195899e-03
2.690000000000000000e+02,3.318554966105338178e-01,4.585073035694167687e-02,1.286026847839889884e-03
2.700000000000000000e+02,3.244927258252231494e-01,4.115280212519654285e-02,2.146557581635533249e-04
2.710000000000000000e+02,3.076321252303446663e-01,4.237949236715531781e-02,1.878161748572394383e-04
2.720000000000000000e+02,2.911710973451884232e-01,4.491313545855873945e-02,2.445123078334634245e-04
2.730000000000000000e+02,2.772707247257427121e-01,4.666549989578804708e-02,3.320797010316812759e-05
2.740000000000000000e+02,2.694271055056292608e-01,4.063991184745746610e-02,1.295212305918971754e-04
2.750000000000000000e+02,2.636941315703238420e-01,3.963232299004944975e-02,3.884024885910896644e-05
2.760000000000000000e+02,2.544291911797056382e-01,4.401462739697306614e-02,1.161703930438634410e-04
2.770000000000000000e+02,2.498019675637560000e-01,4.071674632458282400e-02,8.480291682190610036e-04
2.780000000000000000e+02,2.373667611742763806e-01,4.234984724597930933e-02,2.302646094356191741e-04
2.790000000000000000e+02,2.382929165720926445e-01,4.100562528137469825e-02,2.776220115100516933e-04
2.800000000000000000e+02,2.352650779899893296e-01,4.869157010893090248e-02,1.103469496029798767e-03
2.810000000000000000e+02,2.324891052156188853e-01,5.285145399215573914e-02,2.820054995817041898e-03
2.820000000000000000e+02,2.218723928762852404e-01,4.673865407412153283e-02,2.602853995192430225e-03
2.830000000000000000e+02,2.211247756922529450e-01,4.991979750167298974e-02,1.259210340002924443e-03
2.840000000000000000e+02,2.189538351256723747e-01,5.031233717831371660e-02,2.642235476733109743e-03
2.850000000000000000e+02,2.647848181109729304e-01,2.683017764324195920e-01,1.329006759656071969e-03
2.860000000000000000e+02,2.952545322994613586e-01,4.366164996541924692e-01,1.530661244985368798e-03
2.870000000000000000e+02,3.373522019464510469e-01,5.414514309973390560e-01,1.030697431777351410e-03
2.880000000000000000e+02,3.781282168192003357e-01,6.288564292350912188e-01,3.687859301610408019e-04
2.890000000000000000e+02,4.160462924265397877e-01,6.770611001245288030e-01,2.602929666659662073e-04
